solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,42,0.11346304468040191,1.0,0.9333333333333333
1,77,0.19142076948752434,1.0,1.0
2,53,0.1336494308914722,0.9333333333333333,0.9333333333333333
3,106,0.25789228180484836,0.9333333333333333,0.8
4,70,0.1963733266161382,0.9333333333333333,0.9333333333333333
5,40,0.09529741982898388,0.8666666666666667,0.8666666666666667
6,55,0.13719073411920107,1.0,1.0
7,81,0.19892983873122466,0.9333333333333333,0.9333333333333333
8,38,0.08760478411248411,1.0,0.9333333333333333
9,36,0.09244827712718608,1.0,1.0
10,25,0.06124430178320597,1.0,1.0
11,85,0.23921693024637744,0.7333333333333333,0.8666666666666667
12,20,0.05301976201878343,1.0,1.0
13,76,0.20707269135192408,0.8666666666666667,1.0
14,50,0.12512890209354008,0.9333333333333333,1.0
15,67,0.1543225048181749,1.0,1.0
