solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,81,0.22212805854800138,1.0,1.0
1,83,0.2284237458181783,1.0,0.9333333333333333
2,87,0.25424011276201297,1.0,1.0
3,84,0.2174559614647639,0.9333333333333333,1.0
4,83,0.17270170571009938,0.7333333333333333,0.7333333333333333
5,92,0.20741509059620747,0.8,0.8
6,84,0.1885523500909056,0.9333333333333333,0.9333333333333333
7,82,0.17254186125500962,0.8666666666666667,0.8666666666666667
8,84,0.28748997277003435,0.7333333333333333,0.7333333333333333
9,85,0.2052120982681445,1.0,1.0
10,37,0.08038431196712628,1.0,1.0
11,81,0.23096106857831109,1.0,1.0
12,299,0.7381587089783432,1.0,1.0
13,84,0.23121372475109672,1.0,1.0
14,82,0.2858549827717251,0.6666666666666666,0.6666666666666666
15,88,0.2949268663997883,0.8,0.8
