solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,82,0.2182192520032663,1.0,0.9333333333333333
1,86,0.23009310060802085,0.7333333333333333,0.7333333333333333
2,83,0.2337779302240524,0.6666666666666666,0.6666666666666666
3,84,0.20824086663188482,0.8,0.9333333333333333
4,84,0.19922218908149236,1.0,1.0
5,86,0.23674423425470162,0.8666666666666667,0.8666666666666667
6,83,0.213646241659123,0.9333333333333333,0.9333333333333333
7,85,0.20675979277701279,0.9333333333333333,0.9333333333333333
8,29,0.09435444763746569,0.9333333333333333,1.0
9,82,0.188803230392298,1.0,1.0
10,43,0.10346841866690427,1.0,1.0
11,98,0.26139167107891553,0.8,0.9333333333333333
12,151,0.3752292170234007,1.0,1.0
13,81,0.19828322286538516,0.9333333333333333,0.8
14,81,0.26886005702838056,0.8,0.7333333333333333
15,86,0.19928500067957058,1.0,1.0
