solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.08425820761029966,1.0,1.0
1,40,0.08618684874892778,1.0,0.9333333333333333
2,40,0.0959332441046901,1.0,1.0
3,40,0.08624198961947394,0.8,0.8666666666666667
4,40,0.0684305814661026,0.4666666666666667,0.4666666666666667
5,40,0.06751652248696903,0.6666666666666666,0.6666666666666666
6,40,0.08210628001612535,0.7333333333333333,0.7333333333333333
7,40,0.07732161567958927,0.6666666666666666,0.6666666666666666
8,40,0.05542982992610988,0.9333333333333333,0.9333333333333333
9,40,0.09444767666745203,1.0,1.0
10,40,0.10591303968898726,1.0,1.0
11,40,0.09723838000643246,0.7333333333333333,0.7333333333333333
12,40,0.10120389124299785,1.0,1.0
13,40,0.08605090384143946,1.0,1.0
14,40,0.09528214095767121,1.0,1.0
15,40,0.10901086368736747,0.8666666666666667,0.8666666666666667
