solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,26,0.07467380743408955,0.9333333333333333,0.9333333333333333
1,20,0.049264028431908774,0.9333333333333333,1.0
2,27,0.07099258366585894,0.8666666666666667,0.8666666666666667
3,23,0.050302476504463886,0.8,0.8666666666666667
4,25,0.06386050094469528,1.0,1.0
5,30,0.06644921473878723,0.8666666666666667,0.8666666666666667
6,23,0.051522491053384696,1.0,1.0
7,20,0.055580613820857216,0.8666666666666667,0.8666666666666667
8,20,0.041372888758560634,0.9333333333333333,0.9333333333333333
9,20,0.04852815754088985,1.0,1.0
10,20,0.04601499831661568,1.0,1.0
11,27,0.07003433512623426,0.8666666666666667,0.8666666666666667
12,20,0.052897230509425616,1.0,1.0
13,33,0.07141094754176953,0.9333333333333333,0.9333333333333333
14,21,0.06009547757895797,0.9333333333333333,0.9333333333333333
15,36,0.10043971549248934,1.0,1.0
