solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,216,0.4975043148768452,0.8,0.8666666666666667
1,198,0.47597876328297856,0.9333333333333333,0.9333333333333333
2,167,0.44993687187306003,0.9333333333333333,0.9333333333333333
3,93,0.23662142032046177,0.9333333333333333,0.8
4,219,0.561280918820842,1.0,1.0
5,235,0.5856616964556333,1.0,1.0
6,94,0.21685406561142337,0.9333333333333333,0.9333333333333333
7,128,0.31482949393162446,1.0,1.0
8,76,0.2113991797437752,0.9333333333333333,1.0
9,108,0.26435698800188695,1.0,1.0
10,67,0.17411845929895303,1.0,1.0
11,201,0.4775537921520562,1.0,0.8666666666666667
12,40,0.0975692777285893,1.0,1.0
13,149,0.3890662776931696,0.8666666666666667,1.0
14,128,0.33641100782955574,1.0,0.9333333333333333
15,123,0.33435491919109483,0.9333333333333333,0.9333333333333333
