solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.09637135198348339,0.8,0.8666666666666667
1,40,0.08909447820716934,0.8666666666666667,0.8666666666666667
2,40,0.10766747645961595,0.9333333333333333,0.9333333333333333
3,40,0.09041892457004663,0.8666666666666667,1.0
4,40,0.09923796206048645,1.0,1.0
5,40,0.11548273061492592,0.8,0.8
6,40,0.09559692931230217,1.0,1.0
7,40,0.10231617043401847,0.9333333333333333,0.9333333333333333
8,40,0.11192574351326165,0.9333333333333333,1.0
9,40,0.09126806934996808,1.0,1.0
10,40,0.10595571541790562,1.0,1.0
11,40,0.09546447581900384,0.8666666666666667,1.0
12,40,0.10112550934030855,1.0,1.0
13,40,0.0895499556343512,0.7333333333333333,0.6
14,40,0.10814029826292448,1.0,0.9333333333333333
15,40,0.13573674579480904,0.5333333333333333,0.5333333333333333
