solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,126,0.36134087325629155,0.9333333333333333,0.9333333333333333
1,148,0.4100396173105967,0.8666666666666667,0.9333333333333333
2,105,0.3048537059829381,0.8,0.8
3,159,0.43905903649370365,0.9333333333333333,0.8666666666666667
4,141,0.33860550510874676,0.8666666666666667,0.8666666666666667
5,115,0.3046518178595769,0.9333333333333333,0.9333333333333333
6,128,0.3166766966848029,1.0,1.0
7,400,1.0,1.0,1.0
8,39,0.09613277593197819,1.0,1.0
9,113,0.3031111799786731,0.8666666666666667,0.8666666666666667
10,87,0.20591692133877343,1.0,1.0
11,102,0.32026400989665577,0.6666666666666666,0.6666666666666666
12,231,0.5791415725290802,1.0,1.0
13,158,0.4272065651455937,0.9333333333333333,0.9333333333333333
14,38,0.08877177439580061,1.0,1.0
15,104,0.317599044905876,0.8,0.8
