solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.067902884962891,0.6,0.6666666666666666
1,40,0.05884642606395542,0.7333333333333333,0.7333333333333333
2,40,0.07376412075157258,0.9333333333333333,0.9333333333333333
3,40,0.06937862940615515,0.6666666666666666,0.8
4,52,0.07026276322570874,0.26666666666666666,0.26666666666666666
5,43,0.05145109129557756,0.4,0.4
6,40,0.0516985974019718,0.4666666666666667,0.4666666666666667
7,41,0.07053646396448261,0.8,0.8
8,40,0.08027779848120492,1.0,0.9333333333333333
9,40,0.0645900054931848,0.5333333333333333,0.5333333333333333
10,42,0.0533252406498505,0.2,0.2
11,41,0.06806176849330219,0.8,0.6666666666666666
12,40,0.09867792625437824,1.0,1.0
13,40,0.06555589061858076,0.7333333333333333,0.6
14,42,0.07342863660709632,0.9333333333333333,1.0
15,54,0.10264405396459406,1.0,1.0
