solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,107,0.21074295934622247,0.9090909090909091,0.8181818181818182,0.9444032905064071
1,107,0.197617001509989,1.0,0.9090909090909091,0.9560060485834195
2,107,0.1658405682849915,0.8636363636363636,0.7727272727272727,0.9525227211469846
3,107,0.18493010490567272,0.7727272727272727,0.7272727272727273,0.9448704700009748
4,107,0.20637341519532332,0.8636363636363636,0.8636363636363636,0.9569946794506207
5,107,0.18419928463089785,0.6363636363636364,0.6363636363636364,0.9488259717068922
6,107,0.2046967719422966,0.8636363636363636,0.7272727272727273,0.9530401559818165
7,107,0.22905904221019432,0.8636363636363636,0.9545454545454546,0.9446367936106074
8,107,0.20084925969304532,0.8636363636363636,0.8636363636363636,0.9468482208539334
9,107,0.2143154376805108,0.8636363636363636,0.8636363636363636,0.92832438430179
10,107,0.2180519122107794,0.8636363636363636,0.8636363636363636,0.9300031846032746
11,107,0.18525120684321034,0.9090909090909091,0.8636363636363636,0.953534471415417
12,107,0.2370276084670348,0.7272727272727273,0.6818181818181818,0.9335310391243343
13,107,0.1914272492989023,0.8181818181818182,0.7727272727272727,0.7467259926505396
14,107,0.16478015368873264,1.0,1.0,0.8682975308318981
15,107,0.20573291571219787,0.8636363636363636,0.8181818181818182,0.9102598300741993
16,107,0.22594069578874637,0.8181818181818182,0.7727272727272727,0.9458858702403261
17,107,0.20098898228802375,0.6363636363636364,0.5909090909090909,0.92512975396546
18,107,0.18728637441381363,0.8181818181818182,0.8181818181818182,0.9508037225598507
19,107,0.16544313819822987,0.6363636363636364,0.5909090909090909,0.8732394632782948
20,107,0.2019515102306476,0.6363636363636364,0.6363636363636364,0.9599605720522238
21,107,0.2557287782207434,0.9090909090909091,0.8636363636363636,0.9503336094420831
22,107,0.224543135212367,0.6363636363636364,0.6818181818181818,0.9169960474308301
