solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.12855741433837709,0.6666666666666666,0.6
1,40,0.14576876006188008,0.3333333333333333,0.3333333333333333
2,40,0.14743404258235682,0.26666666666666666,0.26666666666666666
3,40,0.13346697576701136,0.5333333333333333,0.4
4,40,0.11877390608495075,0.9333333333333333,0.9333333333333333
5,40,0.10900722887991593,0.8,0.8
6,40,0.11943983169764753,0.7333333333333333,0.7333333333333333
7,40,0.11081125620770248,0.8666666666666667,0.8666666666666667
8,40,0.18363975761407905,0.06666666666666667,0.13333333333333333
9,40,0.10968539238491619,0.7333333333333333,0.7333333333333333
10,40,0.10189089454196275,1.0,1.0
11,40,0.13382383231818326,0.4666666666666667,0.6
12,40,0.09548015064971556,1.0,1.0
13,40,0.12727997540528996,0.5333333333333333,0.6666666666666666
14,40,0.15453750065966065,0.26666666666666666,0.2
15,40,0.14227645267868855,0.26666666666666666,0.26666666666666666
