solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,60,0.16071172513199253,1.0,0.9333333333333333
1,44,0.1308391832934735,0.7333333333333333,0.7333333333333333
2,85,0.21975359988169835,1.0,1.0
3,138,0.3326110260236631,0.8666666666666667,1.0
4,43,0.10705232021777936,0.8,0.8
5,70,0.1971467340144605,0.8666666666666667,0.8666666666666667
6,54,0.11843665148437935,0.9333333333333333,0.9333333333333333
7,45,0.11187707425692633,0.9333333333333333,0.9333333333333333
8,20,0.05550143460669735,1.0,0.9333333333333333
9,89,0.2344554161685678,1.0,1.0
10,62,0.14417174305986882,1.0,1.0
11,47,0.1191658107379957,0.8,0.9333333333333333
12,20,0.04772689461201991,1.0,1.0
13,130,0.33960192436013914,1.0,0.8666666666666667
14,104,0.2673488545049945,0.9333333333333333,1.0
15,48,0.11336590380534922,1.0,1.0
