solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,400,1.0,0.9333333333333333,1.0
1,201,0.41150572900008314,0.8666666666666667,0.8666666666666667
2,400,1.0,1.0,1.0
3,400,1.0,0.8666666666666667,1.0
4,102,0.2256746689383986,0.8666666666666667,0.8666666666666667
5,400,1.0,1.0,1.0
6,264,0.5548727294608751,0.9333333333333333,0.9333333333333333
7,136,0.2812142175083579,0.8,0.8
8,70,0.13236165943903244,1.0,0.9333333333333333
9,98,0.22614237968997547,1.0,1.0
10,63,0.14946538943789256,1.0,1.0
11,400,1.0,0.8666666666666667,1.0
12,90,0.2146493825140899,1.0,1.0
13,112,0.24613222109387417,0.8666666666666667,0.7333333333333333
14,64,0.12592270863888183,0.9333333333333333,1.0
15,84,0.1715589741881009,0.8666666666666667,0.8666666666666667
