solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,400,1.0,1.0,0.9333333333333333
1,297,0.8865226511148292,0.7333333333333333,0.7333333333333333
2,400,1.0,1.0,1.0
3,400,1.0,1.0,0.8666666666666667
4,208,0.4766864417217305,0.8,0.8
5,400,1.0,1.0,1.0
6,265,0.7087761899241819,1.0,1.0
7,400,1.0,1.0,1.0
8,101,0.35081621670974966,0.5333333333333333,0.6
9,196,0.5049037273815408,1.0,1.0
10,81,0.18922062911807114,1.0,1.0
11,400,1.0,1.0,0.8666666666666667
12,83,0.1896064257703529,1.0,1.0
13,400,1.0,1.0,0.8666666666666667
14,97,0.34658248049707274,0.5333333333333333,0.4666666666666667
15,122,0.37187385124193517,0.6666666666666666,0.6666666666666666
