solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,32,0.0780995787952113,1.0,1.0
1,113,0.33604405525705716,0.8,0.8666666666666667
2,121,0.349262407605231,0.8,0.8
3,55,0.1681712008244475,0.8666666666666667,0.8
4,119,0.3036570222589238,1.0,1.0
5,37,0.09769226925091586,0.9333333333333333,0.9333333333333333
6,26,0.0716494774772188,0.8,0.8
7,49,0.11869881794056863,0.9333333333333333,0.9333333333333333
8,59,0.159553884575065,1.0,1.0
9,58,0.1489426577936808,1.0,1.0
10,23,0.05786053183113431,1.0,1.0
11,62,0.15519287516294483,1.0,1.0
12,20,0.050951522259043515,1.0,1.0
13,65,0.1560240188585197,0.9333333333333333,0.9333333333333333
14,42,0.09882821571176885,1.0,1.0
15,30,0.06968894607595755,1.0,1.0
