solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,44,0.11617528781140347,1.0,1.0
1,150,0.3988791406006594,0.8666666666666667,0.9333333333333333
2,209,0.5362671641690729,1.0,1.0
3,115,0.2824938726566083,0.9333333333333333,1.0
4,45,0.12728682185301293,1.0,1.0
5,137,0.3131107799815877,0.8666666666666667,0.8666666666666667
6,201,0.4326611051469938,0.9333333333333333,0.9333333333333333
7,205,0.4421375501503745,0.8666666666666667,0.8666666666666667
8,112,0.2739790127680435,1.0,1.0
9,74,0.188598518593396,1.0,1.0
10,68,0.17007724140299577,1.0,1.0
11,105,0.2673206869735222,1.0,1.0
12,77,0.19043309258357874,1.0,1.0
13,182,0.44663911075254215,1.0,1.0
14,72,0.15945290037938545,1.0,1.0
15,188,0.49470652629325207,1.0,1.0
