solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,106,0.263889473864353,1.0,1.0
1,132,0.348869677937253,1.0,0.9333333333333333
2,138,0.387236141587346,1.0,1.0
3,135,0.34601151352965387,0.9333333333333333,1.0
4,112,0.24704229580564102,0.7333333333333333,0.7333333333333333
5,169,0.37604698534239933,0.8,0.8
6,236,0.5647014982382682,1.0,1.0
7,400,1.0,1.0,1.0
8,183,0.5637959469017909,0.8666666666666667,0.8666666666666667
9,139,0.33851596594878164,1.0,1.0
10,89,0.21341691446945302,1.0,1.0
11,91,0.26920476562776047,0.8666666666666667,0.8666666666666667
12,141,0.3373898191683843,1.0,1.0
13,161,0.3946634859968206,0.9333333333333333,0.9333333333333333
14,90,0.3064574536651678,0.6666666666666666,0.6666666666666666
15,138,0.4056938327487784,0.9333333333333333,0.9333333333333333
