solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,74,0.1870140023398235,0.9333333333333333,0.9333333333333333
1,83,0.222755709155343,0.8666666666666667,0.9333333333333333
2,72,0.20160703168899977,0.8,0.8
3,116,0.30738402357791217,0.9333333333333333,0.8666666666666667
4,122,0.2679073333031122,0.8,0.8
5,147,0.3036491871784804,0.8,0.8
6,89,0.21023914323705395,1.0,1.0
7,111,0.256033592110343,1.0,1.0
8,44,0.07578377661631527,0.9333333333333333,0.9333333333333333
9,46,0.09182007766655277,1.0,1.0
10,40,0.10217117020694855,0.9333333333333333,0.9333333333333333
11,80,0.26378653912240735,0.6,0.6
12,40,0.09285625864215116,0.9333333333333333,0.9333333333333333
13,99,0.29616748528586273,0.7333333333333333,0.7333333333333333
14,205,0.5739293787598267,0.9333333333333333,0.9333333333333333
15,69,0.22677812266826777,0.6,0.6
