solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,82,0.20817485399039148,1.0,1.0
1,85,0.19548380540446325,0.9333333333333333,1.0
2,87,0.21479513943463446,1.0,1.0
3,100,0.23221528345867645,0.8666666666666667,0.9333333333333333
4,41,0.09986474998080543,1.0,1.0
5,83,0.1840211052181124,0.8666666666666667,0.8666666666666667
6,85,0.195097905184175,1.0,1.0
7,87,0.19762410513398268,0.9333333333333333,0.9333333333333333
8,53,0.12769493567336188,1.0,1.0
9,85,0.1863301225920832,0.9333333333333333,0.9333333333333333
10,90,0.20425613804462453,1.0,1.0
11,81,0.1912006569809152,1.0,1.0
12,294,0.7264615761341322,1.0,1.0
13,89,0.20998931296140844,1.0,1.0
14,43,0.14210882691398216,0.6666666666666666,0.6666666666666666
15,57,0.14081080304482416,1.0,1.0
