solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.12072033598866397,0.9333333333333333,0.9333333333333333
1,40,0.10596375060611095,0.9333333333333333,1.0
2,40,0.10318987539980434,0.9333333333333333,0.9333333333333333
3,40,0.11359096991877488,0.9333333333333333,0.8666666666666667
4,40,0.1017478577644977,0.9333333333333333,0.9333333333333333
5,40,0.09239713738065848,0.9333333333333333,0.9333333333333333
6,40,0.10488722992204162,0.8666666666666667,0.8666666666666667
7,40,0.09223437893434795,0.9333333333333333,0.9333333333333333
8,40,0.11029790893030747,1.0,1.0
9,40,0.08459376657741144,0.8,0.8
10,40,0.10393234785869242,1.0,1.0
11,40,0.11595299803249759,0.6666666666666666,0.6666666666666666
12,40,0.10314981108230199,1.0,1.0
13,40,0.10174168236748962,1.0,1.0
14,40,0.09077654285087527,1.0,1.0
15,40,0.09075398307714125,0.9333333333333333,0.9333333333333333
