solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,531,1.0,1.0,0.9090909090909091,0.9444032905064071
1,531,1.0,1.0,0.9090909090909091,0.9480970016458112
2,531,1.0,1.0,0.9090909090909091,0.9557480996922472
3,531,1.0,1.0,0.9545454545454546,0.9480970016458112
4,531,1.0,1.0,0.9090909090909091,0.9569946794506207
5,126,0.09468940555415703,0.7272727272727273,0.7272727272727273,0.9488259717068922
6,531,1.0,1.0,0.8636363636363636,0.9490856325130121
7,531,1.0,1.0,0.9090909090909091,0.9507798514933476
8,531,1.0,1.0,1.0,0.9508037225598507
9,531,1.0,1.0,0.9090909090909091,0.946119739911409
10,166,0.0842987416281924,0.9090909090909091,0.7272727272727273,0.9201095337032398
11,531,1.0,1.0,0.9545454545454546,0.953534471415417
12,531,1.0,1.0,0.8636363636363636,0.9384729715707312
13,531,1.0,1.0,0.9545454545454546,0.9532987689099213
14,444,0.5794463691480531,1.0,1.0,0.9397233201581027
15,531,1.0,1.0,0.9545454545454546,0.9470825602266227
16,531,1.0,1.0,0.9545454545454546,0.9458858702403261
17,531,1.0,1.0,0.9545454545454546,0.92512975396546
18,117,0.09504786503514347,0.7727272727272727,0.7727272727272727,0.9480970016458112
19,531,1.0,1.0,0.9545454545454546,0.9453916769956865
20,531,1.0,1.0,0.9090909090909091,0.9592091636849249
21,531,1.0,1.0,0.8636363636363636,0.9513219959313626
22,531,1.0,1.0,0.9545454545454546,0.9466403162055337
