solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,84,0.19814647230944624,1.0,0.9333333333333333
1,84,0.23201722874322203,0.6666666666666666,0.6666666666666666
2,101,0.26204497954332995,0.6666666666666666,0.6666666666666666
3,82,0.18171354231952572,0.9333333333333333,0.8
4,63,0.09540002263372357,0.4,0.4
5,86,0.17754161228877258,0.8666666666666667,0.8666666666666667
6,102,0.214344173078953,0.9333333333333333,0.9333333333333333
7,85,0.14693036087483927,0.6,0.6
8,66,0.10492875277986533,1.0,0.9333333333333333
9,84,0.1777537768688981,1.0,1.0
10,47,0.0626762142369845,0.2,0.2
11,90,0.22906514826623084,0.8,0.9333333333333333
12,142,0.35610559859048874,1.0,1.0
13,87,0.20818321860053116,0.8666666666666667,1.0
14,43,0.07817982920165913,0.9333333333333333,1.0
15,85,0.25199221651062587,0.5333333333333333,0.5333333333333333
