solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.09369231996537886,0.7333333333333333,0.8
1,40,0.09913872900024527,1.0,1.0
2,40,0.10334596726642022,0.6666666666666666,0.6666666666666666
3,40,0.10640267664173807,0.8666666666666667,0.8666666666666667
4,40,0.11056146762534338,0.9333333333333333,0.9333333333333333
5,40,0.11597969954181024,0.8,0.8
6,40,0.10642821307871529,0.8,0.8
7,40,0.08644732306558454,0.8,0.8
8,40,0.09585363025364586,1.0,0.9333333333333333
9,40,0.12128198155623111,0.6666666666666666,0.6666666666666666
10,40,0.10570417704783233,1.0,1.0
11,40,0.08774598039661241,0.8,0.6666666666666666
12,40,0.09894163064473106,1.0,1.0
13,40,0.09648443789625114,0.8666666666666667,1.0
14,40,0.09938456717828786,0.9333333333333333,1.0
15,40,0.098834433947056,1.0,1.0
