solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.10251769839374224,1.0,0.9333333333333333
1,40,0.10050713861568632,1.0,1.0
2,40,0.08455770122648634,0.8,0.8
3,40,0.10462095914958425,0.9333333333333333,0.8
4,40,0.09278901178358696,0.8,0.8
5,40,0.10676738809371755,0.8666666666666667,0.8666666666666667
6,40,0.10881487837840585,0.8666666666666667,0.8666666666666667
7,40,0.10096636789417995,1.0,1.0
8,40,0.10198981316288644,1.0,0.9333333333333333
9,40,0.0920723595919545,0.9333333333333333,0.9333333333333333
10,40,0.10055325356100943,1.0,1.0
11,40,0.10635663041587984,0.8,0.9333333333333333
12,40,0.09861440327750354,1.0,1.0
13,40,0.09977294990551791,0.8666666666666667,0.7333333333333333
14,40,0.0893200545467897,0.9333333333333333,1.0
15,40,0.0938584623456394,1.0,1.0
