solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.09245684352508982,0.8,0.8666666666666667
1,40,0.1043047359388189,0.7333333333333333,0.7333333333333333
2,40,0.10167370017223935,1.0,1.0
3,40,0.07651933144217332,0.6666666666666666,0.8
4,40,0.10919014169809281,0.9333333333333333,0.9333333333333333
5,40,0.0943828242706123,1.0,1.0
6,40,0.10363592912444264,0.8,0.8
7,40,0.0871517799985908,0.8666666666666667,0.8666666666666667
8,40,0.08235943473323337,1.0,0.9333333333333333
9,40,0.11013796096304268,0.8,0.8
10,40,0.09765236074423467,0.8,0.8
11,40,0.102457564271245,0.8666666666666667,0.8666666666666667
12,40,0.09426070142525975,1.0,1.0
13,40,0.11372261753586137,0.8666666666666667,1.0
14,40,0.09133778300365548,0.9333333333333333,1.0
15,40,0.08585797005081307,1.0,1.0
