solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,95,0.23383815441686345,1.0,1.0
1,108,0.3104726288915327,0.8666666666666667,0.9333333333333333
2,140,0.3616093755242589,1.0,1.0
3,120,0.3200232224840071,1.0,0.9333333333333333
4,254,0.5670293849647922,0.8,0.8
5,246,0.5706682693704546,0.8666666666666667,0.8666666666666667
6,172,0.40667279350111607,1.0,1.0
7,400,1.0,1.0,1.0
8,78,0.17028309794102003,0.9333333333333333,0.9333333333333333
9,163,0.3968848703207922,1.0,1.0
10,90,0.22423902152261194,1.0,1.0
11,99,0.2875997182370271,0.9333333333333333,0.9333333333333333
12,186,0.4495832264236224,1.0,1.0
13,110,0.30348707141892006,0.8666666666666667,0.8666666666666667
14,41,0.10375991151453022,1.0,1.0
15,104,0.3036336252633143,0.9333333333333333,0.9333333333333333
