solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,400,1.0,1.0,0.9333333333333333
1,335,0.8804172246580845,1.0,1.0
2,186,0.5248915066448091,0.6666666666666666,0.6666666666666666
3,400,1.0,1.0,0.8666666666666667
4,109,0.27618830378167986,1.0,1.0
5,400,1.0,1.0,1.0
6,384,0.9416627318251696,1.0,1.0
7,126,0.2998113030906963,0.8666666666666667,0.8666666666666667
8,63,0.12648370510952028,1.0,0.9333333333333333
9,150,0.3881174848081075,1.0,1.0
10,89,0.22648434613398685,1.0,1.0
11,113,0.3497724402289495,0.7333333333333333,0.8666666666666667
12,149,0.37231524029889596,1.0,1.0
13,400,1.0,1.0,0.8666666666666667
14,89,0.2465359466706632,1.0,0.9333333333333333
15,169,0.4760857839488667,0.6,0.6
