solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,97,0.2637132060100955,1.0,1.0
1,153,0.40824522457515633,0.9333333333333333,1.0
2,150,0.39288738490835584,1.0,1.0
3,144,0.39703093876844275,1.0,0.9333333333333333
4,100,0.24066591866596992,0.8,0.8
5,96,0.234787907666331,0.9333333333333333,0.9333333333333333
6,357,0.9059325566683183,1.0,1.0
7,400,1.0,1.0,1.0
8,63,0.1432555481660072,0.9333333333333333,0.9333333333333333
9,107,0.26188058571977096,1.0,1.0
10,110,0.2712598099769612,1.0,1.0
11,122,0.3311817817322655,0.9333333333333333,0.9333333333333333
12,99,0.2379582496336047,1.0,1.0
13,102,0.27763122227921844,0.9333333333333333,0.9333333333333333
14,87,0.24853472836841056,0.8666666666666667,0.8666666666666667
15,102,0.27079364450378457,1.0,1.0
