solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,43,0.12619522033736838,1.0,0.9333333333333333
1,61,0.20093051772795675,0.7333333333333333,0.7333333333333333
2,40,0.1281466707623622,0.6666666666666666,0.6666666666666666
3,47,0.1344228605244965,0.9333333333333333,0.8
4,87,0.2023668267003301,0.8,0.8
5,67,0.1808369801200709,1.0,1.0
6,69,0.18742944251979154,1.0,1.0
7,102,0.26177120770136664,1.0,1.0
8,73,0.2622222989865667,0.4666666666666667,0.5333333333333333
9,40,0.09356107732243214,1.0,1.0
10,41,0.09563339671893371,1.0,1.0
11,59,0.1759417545278515,0.8,0.9333333333333333
12,40,0.0981307623103444,1.0,1.0
13,45,0.1308739720345076,0.8666666666666667,1.0
14,170,0.5608838674614004,0.8,0.7333333333333333
15,96,0.30708389638708855,0.6,0.6
