solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.11388989178882769,1.0,0.9333333333333333
1,40,0.1241757384007627,0.7333333333333333,0.7333333333333333
2,40,0.13329763099735378,0.6666666666666666,0.6666666666666666
3,40,0.10369469814944625,0.9333333333333333,0.8
4,40,0.09918383924005039,0.8666666666666667,0.8666666666666667
5,40,0.09695777161087049,0.9333333333333333,0.9333333333333333
6,40,0.09591239453737531,1.0,1.0
7,40,0.10849639584186366,0.9333333333333333,0.9333333333333333
8,40,0.14926747102766574,0.4666666666666667,0.5333333333333333
9,40,0.10257608791379286,1.0,1.0
10,40,0.0833681017784681,0.7333333333333333,0.7333333333333333
11,40,0.12025469155601225,0.8,0.9333333333333333
12,40,0.09827535780532203,1.0,1.0
13,40,0.10690746107125652,0.8666666666666667,1.0
14,40,0.1408060556032553,0.5333333333333333,0.4666666666666667
15,40,0.12315761164585003,0.6,0.6
