solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,119,0.28940829559827247,1.0,1.0
1,157,0.38496489994618294,1.0,0.9333333333333333
2,94,0.22083246196330536,1.0,1.0
3,124,0.3089467113989364,1.0,0.9333333333333333
4,175,0.37505146430146924,0.7333333333333333,0.7333333333333333
5,113,0.2581799538613899,0.8666666666666667,0.8666666666666667
6,242,0.5258903636757908,0.9333333333333333,0.9333333333333333
7,124,0.295231278947891,0.9333333333333333,0.9333333333333333
8,33,0.08199207059545213,1.0,1.0
9,95,0.2089287274369923,1.0,1.0
10,63,0.15230385202905544,1.0,1.0
11,157,0.3953708343523887,0.9333333333333333,0.9333333333333333
12,378,0.9418130464396318,1.0,1.0
13,115,0.2868916787552675,1.0,1.0
14,39,0.09066381333733554,1.0,1.0
15,93,0.23677284575041105,1.0,1.0
