solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,531,1.0,1.0,0.9090909090909091,0.9453916769956865
1,531,1.0,1.0,0.9090909090909091,0.9480970016458112
2,66,0.08015506187956793,0.9090909090909091,0.8181818181818182,0.7915947788966828
3,531,1.0,1.0,0.9545454545454546,0.94710837077861
4,44,0.0496715442792143,0.9545454545454546,0.8636363636363636,0.9569946794506207
5,159,0.2909380746688221,0.8181818181818182,0.8181818181818182,0.9488259717068922
6,531,1.0,1.0,0.8636363636363636,0.9441424781770069
7,45,0.04694811556347416,0.8181818181818182,0.7272727272727273,0.9446367936106074
8,531,1.0,1.0,1.0,0.9508037225598507
9,531,1.0,1.0,0.9090909090909091,0.946119739911409
10,43,0.04099312554128215,0.5454545454545454,0.5454545454545454,0.9141733431632189
11,44,0.06402217473536863,0.7272727272727273,0.6818181818181818,0.9278300688681896
12,48,0.05503881434341367,0.8181818181818182,0.8636363636363636,0.9355078121028931
13,59,0.06915807076029576,0.9090909090909091,0.9545454545454546,0.9532987689099213
14,108,0.11260406484622118,1.0,1.0,0.9397233201581027
15,126,0.13239942256403162,0.6363636363636364,0.6818181818181818,0.8875156952651752
16,45,0.07340700838674225,0.8181818181818182,0.7727272727272727,0.8687917240765377
17,531,1.0,1.0,0.9545454545454546,0.9594662566186233
18,531,1.0,1.0,0.8181818181818182,0.9530401559818165
19,45,0.05683309265850404,0.5,0.5454545454545454,0.905856217424513
20,108,0.1282440104719266,0.5909090909090909,0.5909090909090909,0.9411765855754037
21,531,1.0,1.0,0.8636363636363636,0.9503336094420831
22,531,1.0,1.0,0.9545454545454546,0.9463800634849658
