solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,107,0.21690272182914935,0.9545454545454546,0.8636363636363636,0.9466140553450095
1,107,0.1874183901218473,0.9545454545454546,0.8636363636363636,0.9480970016458112
2,107,0.21256610327546874,0.7272727272727273,0.7272727272727273,0.9485662404776306
3,107,0.24752484849939446,0.8636363636363636,0.8181818181818182,0.9441424781770069
4,107,0.22286369757508648,0.7272727272727273,0.6363636363636364,0.9569946794506207
5,107,0.19678797440485984,0.8181818181818182,0.8181818181818182,0.9349817157361818
6,107,0.19977156577783642,0.8636363636363636,0.8181818181818182,0.9441424781770069
7,107,0.2124437637654598,0.9090909090909091,1.0,0.9446367936106074
8,107,0.15159587250034687,0.5909090909090909,0.5909090909090909,0.860816058750234
9,107,0.20611403704268266,0.9090909090909091,0.8181818181818182,0.9391993238410016
10,107,0.17814200073724812,0.9545454545454546,0.6818181818181818,0.9300031846032746
11,107,0.18516549140109398,0.6363636363636364,0.6818181818181818,0.9537703488392886
12,107,0.17898454869112848,0.7727272727272727,0.7272727272727273,0.9335310391243343
13,107,0.17335966544586823,0.9545454545454546,1.0,0.8178898198786521
14,107,0.18799892806264742,1.0,1.0,0.9397233201581027
15,107,0.1651185461597108,0.6363636363636364,0.5909090909090909,0.95179259798633
16,107,0.22491536325842354,0.7272727272727273,0.6818181818181818,0.8687917240765377
17,107,0.2377178869582405,0.6818181818181818,0.7272727272727273,0.9528045756652815
18,107,0.1780862705274742,0.5909090909090909,0.6818181818181818,0.94710837077861
19,107,0.18398897466114872,0.7272727272727273,0.6818181818181818,0.917943760196179
20,107,0.17929575671990383,0.8636363636363636,0.8636363636363636,0.9488259717068922
21,107,0.19620922995119008,0.8181818181818182,0.8636363636363636,0.9325426526350552
22,107,0.20806156375965162,0.8636363636363636,0.9090909090909091,0.9308300395256918
