solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,31,0.03332411148250503,0.4666666666666667,0.4666666666666667
1,30,0.021964940700599546,0.6,0.5333333333333333
2,49,0.0758456651076069,0.6666666666666666,0.6666666666666666
3,29,0.029219237259966578,0.5333333333333333,0.6
4,93,0.14125058621854727,0.26666666666666666,0.26666666666666666
5,29,0.08460363380985547,0.9333333333333333,0.9333333333333333
6,197,0.381703841000143,0.7333333333333333,0.7333333333333333
7,123,0.2258005402970888,0.6666666666666666,0.6666666666666666
8,29,0.03705280718829637,0.9333333333333333,0.9333333333333333
9,72,0.11866359858401211,0.6,0.6
10,65,0.12218834776501533,0.7333333333333333,0.7333333333333333
11,32,0.03175767389625874,0.8,0.8
12,29,0.07405612271319587,1.0,1.0
13,41,0.040719519495872845,0.7333333333333333,0.7333333333333333
14,29,0.031790180387756495,1.0,1.0
15,34,0.031335172249822796,0.8666666666666667,0.8666666666666667
