solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,98,0.25872354262010766,1.0,1.0
1,84,0.2058427211107507,0.9333333333333333,1.0
2,84,0.22978451558378699,1.0,1.0
3,83,0.22645020412535732,0.9333333333333333,0.8666666666666667
4,84,0.21221131434375315,0.8666666666666667,0.8666666666666667
5,83,0.23040834911271588,0.9333333333333333,0.9333333333333333
6,84,0.21857966534711676,0.8,0.8
7,86,0.21000624108283536,1.0,1.0
8,82,0.2104299547833424,0.9333333333333333,0.9333333333333333
9,85,0.19505358270439435,1.0,1.0
10,106,0.2743244999180353,1.0,1.0
11,81,0.22327757530800188,0.8666666666666667,0.8666666666666667
12,361,0.8968504005066201,1.0,1.0
13,82,0.24337320669799675,0.7333333333333333,0.7333333333333333
14,64,0.16996232439261771,0.9333333333333333,0.9333333333333333
15,79,0.2210189067599631,0.8666666666666667,0.8666666666666667
