solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,111,0.2763400220585073,0.9333333333333333,0.8666666666666667
1,85,0.22221718447135486,0.8666666666666667,0.8666666666666667
2,82,0.19332736009783144,1.0,1.0
3,400,1.0,1.0,0.8666666666666667
4,81,0.18808238986623282,1.0,1.0
5,83,0.22713777557947978,0.8666666666666667,0.8666666666666667
6,85,0.2242662981094936,1.0,1.0
7,49,0.13448709089926977,0.9333333333333333,0.9333333333333333
8,82,0.21352793845618936,0.8666666666666667,0.9333333333333333
9,78,0.18464184275487708,1.0,1.0
10,42,0.11014353110605013,1.0,1.0
11,99,0.260071151492471,0.8666666666666667,1.0
12,180,0.45818301943610634,1.0,1.0
13,102,0.23889302803717413,0.9333333333333333,0.8
14,81,0.2261767304229405,1.0,0.9333333333333333
15,83,0.21865179109901092,0.8666666666666667,0.8666666666666667
