solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,171,0.4444812555737291,1.0,1.0
1,102,0.2519206715065647,0.9333333333333333,1.0
2,140,0.3495493177759565,1.0,1.0
3,117,0.30128091393054485,1.0,0.9333333333333333
4,147,0.3722098582141385,1.0,1.0
5,362,0.9101296646026875,1.0,1.0
6,34,0.07950683646549866,1.0,1.0
7,400,1.0,1.0,1.0
8,60,0.10606592048174464,0.9333333333333333,0.9333333333333333
9,178,0.4455125004624489,1.0,1.0
10,68,0.16471214459746417,1.0,1.0
11,104,0.2583201439897336,1.0,1.0
12,237,0.5873955294244178,1.0,1.0
13,100,0.23615393907526508,1.0,1.0
14,39,0.10619164816374438,1.0,1.0
15,101,0.2968541914049205,0.8666666666666667,0.8666666666666667
