solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,80,0.19858843648221366,1.0,0.9333333333333333
1,80,0.19335539415659983,1.0,1.0
2,80,0.17915733348619498,0.9333333333333333,0.9333333333333333
3,80,0.19457638997245663,0.8666666666666667,1.0
4,80,0.21052534434615766,1.0,1.0
5,80,0.1906558074513278,1.0,1.0
6,80,0.19304253030306476,1.0,1.0
7,80,0.19615624606501875,0.8666666666666667,0.8666666666666667
8,80,0.20837546976180504,0.9333333333333333,1.0
9,80,0.18654060578502965,1.0,1.0
10,80,0.20237762750894203,1.0,1.0
11,80,0.20565833727191538,0.8,0.9333333333333333
12,80,0.19974768001294785,1.0,1.0
13,80,0.203541325583641,0.8666666666666667,1.0
14,80,0.15003557402002832,0.9333333333333333,1.0
15,80,0.22686902734825948,0.8666666666666667,0.8666666666666667
