solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,107,0.002387612105354025,0.6666666666666666,0.6666666666666666,0.9365079365079365
1,107,0.002464724105929607,0.8148148148148148,0.8148148148148148,0.9588066327643049
2,107,0.0021138603445085453,0.6296296296296297,0.5925925925925926,0.9497741980280153
3,107,0.002423446112837888,0.8518518518518519,0.8148148148148148,0.9846743295019157
4,107,0.0030894742898893786,1.0,1.0,0.9846743295019157
5,107,0.0025716108996611743,0.5555555555555556,0.5555555555555556,0.9719447196534531
6,107,0.002144122764250695,1.0,1.0,0.9841269841269842
7,107,0.0026853337257027373,0.2962962962962963,0.2962962962962963,0.9742747673782157
8,107,0.0025722344307502875,0.8148148148148148,0.7777777777777778,0.983032293377121
9,107,0.005723374909394054,0.6666666666666666,0.6666666666666666,0.9199397923839077
10,107,0.0018637534209539122,0.37037037037037035,0.2962962962962963,0.9584017515051997
11,107,0.001905646546021543,0.4074074074074074,0.4074074074074074,0.8609742747673782
12,107,0.0017061889241935897,0.2962962962962963,0.2962962962962963,0.8914739374574195
13,107,0.003352840696749165,0.6666666666666666,0.7037037037037037,0.983032293377121
14,107,0.0015225004433420614,0.8518518518518519,0.9259259259259259,0.9850828065426013
15,107,0.003419319575404394,0.5925925925925926,0.5925925925925926,0.9418366038658216
16,107,0.0026952073363177907,0.8148148148148148,0.9259259259259259,0.983032293377121
17,107,0.003163546709759618,0.5185185185185185,0.5555555555555556,0.9748221127531472
18,107,0.002233247861221766,0.8148148148148148,0.8148148148148148,0.9852216748768472
19,107,0.009145869748614614,0.7407407407407407,0.7407407407407407,0.8713738368910783
20,107,0.005087419974370498,0.9629629629629629,0.8148148148148148,0.9863163656267103
21,107,0.002286128406298987,0.5925925925925926,0.5925925925925926,0.9115795578350296
22,107,0.002606203048483415,0.5555555555555556,0.48148148148148145,0.9370552818828681
23,107,0.0052190971753309145,0.3333333333333333,0.3333333333333333,0.9616858237547894
24,107,0.00268349560992445,0.9259259259259259,0.9259259259259259,0.9852216748768472
25,107,0.001872228650402499,0.6666666666666666,0.6666666666666666,0.9807034442462188
26,107,0.0021987179057183365,0.6666666666666666,0.6666666666666666,0.9815245746767906
27,107,0.0021962542461538784,0.6666666666666666,0.7037037037037037,0.9034908359432197
