solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,80,0.13045044183566595,0.5333333333333333,0.5333333333333333
1,80,0.12263821280149251,0.6,0.5333333333333333
2,80,0.13855812747999116,0.6666666666666666,0.6666666666666666
3,80,0.12731288824372228,0.5333333333333333,0.6
4,80,0.1369603609415749,0.4,0.4
5,80,0.13640669051352655,0.6,0.6
6,80,0.12824896647689324,0.5333333333333333,0.5333333333333333
7,80,0.1389738930449141,0.6666666666666666,0.6666666666666666
8,80,0.14518425654150072,0.9333333333333333,0.9333333333333333
9,80,0.15822741054293332,0.8,0.8
10,80,0.17525892597144307,1.0,1.0
11,80,0.13177436550046995,0.8,0.8
12,80,0.20101809818439037,1.0,1.0
13,80,0.1008279243204715,0.7333333333333333,0.7333333333333333
14,80,0.14918461552059856,1.0,1.0
15,80,0.14088592677023892,0.8666666666666667,0.8666666666666667
