solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,400,1.0,0.9333333333333333,1.0
1,232,0.6936710500570379,0.7333333333333333,0.7333333333333333
2,92,0.25572225991840597,0.9333333333333333,0.9333333333333333
3,400,1.0,0.8666666666666667,1.0
4,110,0.27717693932113585,0.9333333333333333,0.9333333333333333
5,400,1.0,1.0,1.0
6,324,0.8653531095057516,0.8666666666666667,0.8666666666666667
7,93,0.22805015311547297,1.0,1.0
8,70,0.16796537544241455,1.0,0.9333333333333333
9,119,0.3217746639002888,1.0,1.0
10,65,0.15904162350806758,1.0,1.0
11,400,1.0,0.8666666666666667,1.0
12,96,0.22369951656421933,1.0,1.0
13,400,1.0,0.8666666666666667,1.0
14,82,0.20129456940271717,1.0,0.9333333333333333
15,114,0.304318795126756,0.8666666666666667,0.8666666666666667
