solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,400,1.0,1.0,0.9333333333333333
1,356,0.9425790052625326,1.0,1.0
2,142,0.3996961459131002,0.6666666666666666,0.6666666666666666
3,400,1.0,1.0,0.8666666666666667
4,81,0.20466618617014246,1.0,1.0
5,400,1.0,1.0,1.0
6,103,0.2647092270767021,0.8666666666666667,0.8666666666666667
7,117,0.3169653064996373,0.9333333333333333,0.9333333333333333
8,37,0.10779177079134629,0.9333333333333333,1.0
9,103,0.2563655752694351,1.0,1.0
10,76,0.18754859040515903,1.0,1.0
11,400,1.0,1.0,0.8666666666666667
12,82,0.20064254755630087,1.0,1.0
13,100,0.2947968310312427,0.8,0.9333333333333333
14,30,0.07044021230995269,0.9333333333333333,1.0
15,120,0.3605320146369447,0.6,0.6
