solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc,spearman
0,107,0.32313412203926,0.9545454545454546,0.8636363636363636,0.9453916769956865
1,107,0.30848953514834243,1.0,0.9090909090909091,0.9480970016458112
2,107,0.28661811489774974,0.9545454545454546,0.8636363636363636,0.9525227211469846
3,107,0.36361877458478287,0.8636363636363636,0.8181818181818182,0.9352448003721974
4,107,0.41384089551452946,0.9545454545454546,0.8636363636363636,0.9577258505452059
5,107,0.34759590743539515,1.0,1.0,0.9181708334860337
6,107,0.33593381535642824,0.7272727272727273,0.8636363636363636,0.9241040860449095
7,107,0.3841055321803138,0.9545454545454546,0.8636363636363636,0.9446367936106074
8,107,0.3302521377664709,0.8181818181818182,0.8181818181818182,0.9152042072065958
9,107,0.31581631392899856,0.9545454545454546,0.8636363636363636,0.9303016460361921
10,107,0.2791548726720505,0.8181818181818182,0.8181818181818182,0.9062584224431911
11,107,0.3314354157033414,0.8636363636363636,0.8181818181818182,0.9013599512358854
12,107,0.3235840876732986,0.9090909090909091,0.8636363636363636,0.9384729715707312
13,107,0.29177056651473954,0.7272727272727273,0.6818181818181818,0.9532987689099213
14,107,0.24708618337793006,1.0,1.0,0.9397233201581027
15,107,0.3028510937590164,1.0,0.9545454545454546,0.8875156952651752
16,107,0.32881743771108635,0.9545454545454546,0.9090909090909091,0.8687917240765377
17,107,0.3567277300925398,0.9545454545454546,0.9090909090909091,0.9211762080083428
18,107,0.3439922289860098,0.9545454545454546,0.7727272727272727,0.9599605720522238
19,107,0.3195771860228586,0.9090909090909091,0.8636363636363636,0.9236471742315411
20,107,0.33941413902456247,0.9545454545454546,0.8636363636363636,0.9569946794506207
21,107,0.29404984242543086,0.9090909090909091,0.7727272727272727,0.9483568364635245
22,107,0.35027988802585913,0.9090909090909091,0.8636363636363636,0.9446640316205533
