solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,21,0.0422146594740828,0.6666666666666666,0.6666666666666666
1,40,0.09842415767315611,1.0,0.9333333333333333
2,34,0.09053346449814101,1.0,1.0
3,42,0.10587731334030276,0.9333333333333333,1.0
4,24,0.06200432302430113,1.0,1.0
5,34,0.08660208810830869,0.9333333333333333,0.9333333333333333
6,20,0.05307011088797098,0.8,0.8
7,23,0.06117103932014798,0.8666666666666667,0.8666666666666667
8,20,0.050051212790225626,0.9333333333333333,0.9333333333333333
9,25,0.06319542541404738,1.0,1.0
10,20,0.048610241388803765,1.0,1.0
11,24,0.06718840143314982,0.9333333333333333,0.9333333333333333
12,20,0.050951522259043515,1.0,1.0
13,20,0.059321896368220536,0.7333333333333333,0.7333333333333333
14,20,0.03110388185938053,1.0,1.0
15,24,0.05808797359611631,1.0,1.0
