solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,106,0.28372039337595995,0.9333333333333333,0.9333333333333333
1,142,0.35752664196048345,0.8666666666666667,0.9333333333333333
2,142,0.35978157513111153,0.8666666666666667,0.8666666666666667
3,214,0.540491511032598,1.0,0.9333333333333333
4,122,0.263290109108291,0.7333333333333333,0.7333333333333333
5,149,0.3036840260627528,0.8,0.8
6,324,0.7602965649050053,1.0,1.0
7,153,0.3338305379415566,0.8666666666666667,0.8666666666666667
8,82,0.2622891450828033,0.6,0.6
9,166,0.36703643978967065,0.9333333333333333,0.9333333333333333
10,41,0.07805895440407169,0.7333333333333333,0.7333333333333333
11,133,0.3657211449044382,0.7333333333333333,0.7333333333333333
12,347,0.8624655661510706,1.0,1.0
13,130,0.34593293834163635,0.8,0.8
14,40,0.058306034659398175,1.0,1.0
15,110,0.3250909923416746,0.6666666666666666,0.6666666666666666
