solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,84,0.2555276091435637,0.6666666666666666,0.6666666666666666
1,86,0.27549801108187333,0.5333333333333333,0.6
2,84,0.25849770430902674,0.7333333333333333,0.7333333333333333
3,86,0.29263924352051957,0.6,0.5333333333333333
4,80,0.22450425203962368,1.0,1.0
5,83,0.21157416669502943,0.9333333333333333,0.9333333333333333
6,94,0.238334373781269,0.8,0.8
7,84,0.21665725614149903,0.8666666666666667,0.8666666666666667
8,65,0.2672793826546626,0.2,0.2
9,92,0.2616390713629492,0.7333333333333333,0.7333333333333333
10,105,0.2634931821704685,1.0,1.0
11,84,0.30737108937198304,0.4666666666666667,0.4666666666666667
12,367,0.91771239642471,1.0,1.0
13,85,0.30228179458215054,0.4,0.4
14,49,0.21216973410878798,0.13333333333333333,0.13333333333333333
15,63,0.25031532359062364,0.26666666666666666,0.26666666666666666
