solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,86,0.21815665878524282,0.8666666666666667,0.8666666666666667
1,129,0.3545349643020365,0.9333333333333333,1.0
2,121,0.3393822981084496,1.0,1.0
3,139,0.35826906476184256,0.9333333333333333,1.0
4,78,0.1602986457502204,0.5333333333333333,0.5333333333333333
5,59,0.13085183429614547,0.8,0.8
6,192,0.4401477813233533,0.9333333333333333,0.9333333333333333
7,62,0.1327088404731155,0.8666666666666667,0.8666666666666667
8,153,0.48852551370647723,0.7333333333333333,0.7333333333333333
9,229,0.5578121512883926,1.0,1.0
10,40,0.10251854496747531,1.0,1.0
11,239,0.6718682909950191,0.8666666666666667,0.8666666666666667
12,40,0.1031496471008874,1.0,1.0
13,129,0.33845581814109305,1.0,1.0
14,159,0.5470233739027148,0.6666666666666666,0.6666666666666666
15,147,0.4408361243667985,0.8,0.8
