solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,61,0.21358571575350563,0.6666666666666666,0.6666666666666666
1,85,0.27392367667706474,0.5333333333333333,0.6
2,209,0.5864451024726308,0.8666666666666667,0.8666666666666667
3,208,0.5283525682623089,1.0,0.9333333333333333
4,148,0.3408898100830805,0.8,0.8
5,57,0.15538791879006933,0.9333333333333333,0.9333333333333333
6,51,0.14993465110968204,0.8,0.8
7,52,0.1549634710167594,0.8666666666666667,0.8666666666666667
8,251,0.6794219543029353,0.9333333333333333,0.9333333333333333
9,54,0.1663335275462192,0.7333333333333333,0.7333333333333333
10,48,0.1194377668292144,1.0,1.0
11,191,0.5095110472152312,0.8666666666666667,0.8666666666666667
12,49,0.1243084916971502,1.0,1.0
13,59,0.23585601577044765,0.4,0.4
14,58,0.2674203871386618,0.13333333333333333,0.13333333333333333
15,66,0.2571592899946961,0.26666666666666666,0.26666666666666666
