solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,112,0.2608213820644372,0.8,0.8666666666666667
1,86,0.1916678230415697,0.8666666666666667,0.8666666666666667
2,85,0.2017847325679035,1.0,1.0
3,115,0.23380571994319238,0.8666666666666667,1.0
4,82,0.1977896701008347,1.0,1.0
5,81,0.1737420547288476,0.8666666666666667,0.8666666666666667
6,83,0.20116780752147098,1.0,1.0
7,89,0.21352415265087352,0.9333333333333333,0.9333333333333333
8,49,0.11398821788299249,1.0,0.9333333333333333
9,52,0.136529712605604,1.0,1.0
10,39,0.09213067951033492,1.0,1.0
11,82,0.20885494049997488,0.8666666666666667,0.8666666666666667
12,119,0.29248320436002284,1.0,1.0
13,83,0.22614214290364232,0.8666666666666667,1.0
14,39,0.10109605073956832,0.9333333333333333,1.0
15,108,0.24839560701751903,0.8666666666666667,0.8666666666666667
