solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,120,0.3382380922173182,0.9333333333333333,0.8666666666666667
1,339,0.9296389370666734,0.7333333333333333,0.7333333333333333
2,152,0.40506816363092957,0.6666666666666666,0.6666666666666666
3,400,1.0,0.8666666666666667,1.0
4,104,0.26965317896154245,0.9333333333333333,0.9333333333333333
5,95,0.26843958167582965,0.8,0.8
6,135,0.2924196749013419,0.9333333333333333,0.9333333333333333
7,400,1.0,1.0,1.0
8,102,0.3600567246786083,0.4,0.4666666666666667
9,139,0.33620944893273286,1.0,1.0
10,223,0.5026367303352578,0.9333333333333333,0.9333333333333333
11,400,1.0,0.8666666666666667,1.0
12,171,0.42583464464901577,1.0,1.0
13,400,1.0,0.8666666666666667,1.0
14,75,0.28754025774921277,0.26666666666666666,0.2
15,122,0.37564255459321305,0.5333333333333333,0.5333333333333333
