solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.09741592929551529,1.0,1.0
1,40,0.11165627268106788,0.9333333333333333,1.0
2,40,0.0931706227064132,0.9333333333333333,0.9333333333333333
3,40,0.1050238174274995,0.9333333333333333,0.8666666666666667
4,40,0.10825894987122808,1.0,1.0
5,40,0.08476861047075826,0.8666666666666667,0.8666666666666667
6,40,0.09959654574800164,1.0,1.0
7,40,0.10768867257555481,0.8666666666666667,0.8666666666666667
8,40,0.09113534120965311,0.9333333333333333,0.9333333333333333
9,40,0.10206155573586223,1.0,1.0
10,40,0.10791666426862423,0.9333333333333333,0.9333333333333333
11,40,0.10767289910941005,1.0,1.0
12,40,0.10314959949337996,1.0,1.0
13,40,0.08804051651148216,0.8,0.8
14,40,0.08959099129921451,1.0,1.0
15,40,0.08865531124842417,0.9333333333333333,0.9333333333333333
