solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,40,0.09402852305790435,1.0,1.0
1,40,0.0967764273833503,0.9333333333333333,1.0
2,40,0.0935427752621472,0.8666666666666667,0.8666666666666667
3,40,0.1237061077502235,0.8666666666666667,0.8
4,40,0.10437332248435802,1.0,1.0
5,40,0.09398834995944817,0.8666666666666667,0.8666666666666667
6,40,0.08928911538430395,0.8,0.8
7,40,0.10182092087218676,0.8666666666666667,0.8666666666666667
8,40,0.10588043658618446,1.0,1.0
9,40,0.10165382722439811,1.0,1.0
10,40,0.10606618268724596,1.0,1.0
11,40,0.07447207551595428,0.8,0.8
12,40,0.10050637249233141,1.0,1.0
13,40,0.11214910436540815,0.8666666666666667,0.8666666666666667
14,40,0.10382069014345185,1.0,1.0
15,40,0.1155755694159509,1.0,1.0
