solver,num_instances,amount_runtime,par2_ranking_acc,label_ranking_acc
0,115,0.28087340288733487,1.0,1.0
1,126,0.30016470146950147,1.0,0.9333333333333333
2,102,0.22669670994607918,0.8666666666666667,0.8666666666666667
3,213,0.5263691190984939,0.9333333333333333,1.0
4,101,0.26640434887749515,1.0,1.0
5,303,0.7674956264615471,0.9333333333333333,0.9333333333333333
6,106,0.2629654122067085,1.0,1.0
7,400,1.0,1.0,1.0
8,70,0.17534311055383958,0.9333333333333333,0.9333333333333333
9,53,0.13820022411225386,1.0,1.0
10,76,0.19062988317804277,1.0,1.0
11,94,0.26604805617511473,0.7333333333333333,0.7333333333333333
12,365,0.9074298466085051,1.0,1.0
13,105,0.2738315878542282,0.9333333333333333,0.9333333333333333
14,43,0.09190575754634867,1.0,1.0
15,97,0.2548124775093031,0.9333333333333333,0.9333333333333333
